테마명,종목명,시장구분,종목코드
반도체 후공정,샘씨엔에스,KOSDAQ,252990
반도체 후공정,티엘비,KOSDAQ,356860
반도체 후공정,덕산하이메탈,KOSDAQ,077360
반도체 후공정,엠케이전자,KOSDAQ,033160
반도체 후공정,오킨스전자,KOSDAQ,080580
반도체 후공정,엑시콘,KOSDAQ,092870
반도체 후공정,인텍플러스,KOSDAQ,064290
반도체 후공정,유니테스트,KOSDAQ,086390
반도체 후공정,LB세미콘,KOSDAQ,061970
반도체 후공정,에이팩트,KOSDAQ,200470
반도체 후공정,케이엔제이,KOSDAQ,272110
반도체 후공정,마이크로컨텍솔,KOSDAQ,098120
반도체 후공정,아이텍,KOSDAQ,119830
반도체 후공정,에이엘티,KOSDAQ,172670
반도체 후공정,미래산업,KOSPI,025560
반도체 후공정,제이티,KOSDAQ,089790
반도체 후공정,피엠티,KOSDAQ,147760
반려동물,코오롱인더,KOSPI,120110
반려동물,풀무원,KOSPI,017810
반려동물,메디아나,KOSDAQ,041920
반려동물,하림,KOSDAQ,136480
반려동물,바텍,KOSDAQ,043150
반려동물,바디텍메드,KOSDAQ,206640
반려동물,팜스코,KOSPI,036580
반려동물,에이치피오,KOSDAQ,357230
반려동물,대한뉴팜,KOSDAQ,054670
반려동물,씨티씨바이오,KOSDAQ,060590
반려동물,이글벳,KOSDAQ,044960
반려동물,우진비앤지,KOSDAQ,018620
반려동물,오에스피,KOSDAQ,368970
방사능,시노펙스,KOSDAQ,025320
방사능,우진,KOSPI,105840
방사능,오르비텍,KOSDAQ,046120
방사능,대봉엘에스,KOSDAQ,078140
방사능,대정화금,KOSDAQ,120240
방사능,명문제약,KOSPI,017180
방산주,한화에어로스페이스,KOSPI,012450
방산주,한화오션,KOSPI,042660
방산주,HD한국조선해양,KOSPI,009540
방산주,현대로템,KOSPI,064350
방산주,한화시스템,KOSPI,272210
방산주,LIG디펜스앤에어로스페이스,KOSPI,079550
방산주,한국항공우주,KOSPI,047810
방산주,대한항공,KOSPI,003490
방산주,HJ중공업,KOSPI,097230
방산주,풍산,KOSPI,103140
방산주,비츠로셀,KOSDAQ,082920
방산주,STX엔진,KOSPI,077970
방산주,현대위아,KOSPI,011210
방산주,쎄트렉아이,KOSDAQ,099320
방산주,SNT다이내믹스,KOSPI,003570
방산주,SNT모티브,KOSPI,064960
방산주,파이버프로,KOSDAQ,368770
방산주,아이쓰리시스템,KOSDAQ,214430
방산주,퍼스텍,KOSPI,010820
방산주,풍산홀딩스,KOSPI,005810
방산주,비츠로테크,KOSDAQ,042370
방산주,에이스테크,KOSDAQ,088800
방산주,삼영무역,KOSPI,002810
방산주,켄코아에어로스페이스,KOSDAQ,274090
방산주,대양전기공업,KOSDAQ,108380
방산주,제노코,KOSDAQ,361390
방산주,RF시스템즈,KOSDAQ,474610
방산주,신화프리텍,KOSDAQ,095190
방산주,빅텍,KOSDAQ,065450
방산주,휴니드,KOSPI,005870
방산주,웨이브일렉트로,KOSDAQ,095270
방산주,코츠테크놀로지,KOSDAQ,448710
방산주,포메탈,KOSDAQ,119500
방산주,웰크론,KOSDAQ,065950
방산주,스페코,KOSDAQ,013810
방역관련주,코미팜,KOSDAQ,041960
방역관련주,바이오니아,KOSDAQ,064550
방역관련주,태경산업,KOSPI,015890
방역관련주,태경비케이,KOSPI,014580
방역관련주,테라젠이텍스,KOSDAQ,066700
방역관련주,대한뉴팜,KOSDAQ,054670
방역관련주,태경케미컬,KOSPI,006890
방역관련주,씨티씨바이오,KOSDAQ,060590
방역관련주,이글벳,KOSDAQ,044960
방역관련주,케이엠,KOSDAQ,083550
방역관련주,파루,KOSDAQ,043200
방역관련주,진바이오텍,KOSDAQ,086060
방탄소년단,넷마블,KOSPI,251270
방탄소년단,아이센스,KOSDAQ,099190
방탄소년단,브이티,KOSDAQ,018290
방탄소년단,LB세미콘,KOSDAQ,061970
방탄소년단,스틱인베스트먼트,KOSPI,026890
방탄소년단,삼영무역,KOSPI,002810
방탄소년단,SV인베스트먼트,KOSDAQ,289080
방탄소년단,메가스터디,KOSDAQ,072870
방탄소년단,초록뱀미디어,KOSDAQ,047820
방탄소년단,로젠,KOSDAQ,033290
방탄소년단,KT지니뮤직,KOSDAQ,043610
방탄소년단,드림어스컴퍼니,KOSDAQ,060570
방탄소년단,예스24,KOSDAQ,053280
방탄소년단,엔투텍,KOSDAQ,227950
방탄소년단,오리콤,KOSDAQ,010470
방탄소년단,SM Life Design,KOSDAQ,063440
방탄소년단,키이스트,KOSDAQ,054780
방탄소년단,손오공,KOSDAQ,066910
방탄소년단,메가엠디,KOSDAQ,133750
방탄소년단,링크드,KOSDAQ,193250
배당성향 40퍼센트,삼성생명,KOSPI,032830
배당성향 40퍼센트,삼성카드,KOSPI,029780
배당성향 40퍼센트,동서,KOSPI,026960
배당성향 40퍼센트,SK리츠,KOSPI,395400
배당성향 40퍼센트,SNT다이내믹스,KOSPI,003570
배당성향 40퍼센트,롯데리츠,KOSPI,330590
배당성향 40퍼센트,한화리츠,KOSPI,451800
배당성향 40퍼센트,SNT모티브,KOSPI,064960
배당성향 40퍼센트,신한알파리츠,KOSPI,293940
배당성향 40퍼센트,삼성FN리츠,KOSPI,448730
배당성향 40퍼센트,코람코라이프인프라리츠,KOSPI,357120
배당성향 40퍼센트,코람코더원리츠,KOSPI,417310
배당성향 40퍼센트,이리츠코크렙,KOSPI,088260
배당성향 40퍼센트,디앤디플랫폼리츠,KOSPI,377190
배당성향 40퍼센트,제이알글로벌리츠,KOSPI,348950
배당성향 40퍼센트,이지스레지던스리츠,KOSPI,350520
배당성향 40퍼센트,미래에셋글로벌리츠,KOSPI,396690
배당성향 40퍼센트,기신정기,KOSPI,092440
배당성향 40퍼센트,미래에셋맵스리츠,KOSPI,357250
배당성향 40퍼센트,코리아에셋투자증권,KOSDAQ,190650
배당성향 40퍼센트,풍강,KOSDAQ,093380
배당성향 40퍼센트,이씨에스,KOSDAQ,067010
백화점,신세계,KOSPI,004170
백화점,롯데쇼핑,KOSPI,023530
백화점,현대백화점,KOSPI,069960
백화점,한화갤러리아,KOSPI,452260
백화점,광주신세계,KOSPI,037710
백화점,베뉴지,KOSDAQ,019010
백화점,대구백화점,KOSPI,006370
밸류업,SK하이닉스,KOSPI,000660
밸류업,LG에너지솔루션,KOSPI,373220
밸류업,현대차,KOSPI,005380
밸류업,SK스퀘어,KOSPI,402340
밸류업,HD현대중공업,KOSPI,329180
밸류업,기아,KOSPI,000270
밸류업,KB금융,KOSPI,105560
밸류업,신한지주,KOSPI,055550
밸류업,HD현대일렉트릭,KOSPI,267260
밸류업,현대모비스,KOSPI,012330
밸류업,미래에셋증권,KOSPI,006800
밸류업,고려아연,KOSPI,010130
밸류업,하나금융지주,KOSPI,086790
밸류업,HD한국조선해양,KOSPI,009540
밸류업,POSCO홀딩스,KOSPI,005490
밸류업,SK,KOSPI,034730
밸류업,LG화학,KOSPI,051910
밸류업,우리금융지주,KOSPI,316140
밸류업,HD현대,KOSPI,267250
밸류업,포스코퓨처엠,KOSPI,003670
밸류업,SK이노베이션,KOSPI,096770
밸류업,SK텔레콤,KOSPI,017670
밸류업,LG전자,KOSPI,066570
밸류업,KT&G,KOSPI,033780
밸류업,메리츠금융지주,KOSPI,138040
밸류업,기업은행,KOSPI,024110
밸류업,현대글로비스,KOSPI,086280
밸류업,KT,KOSPI,030200
밸류업,LG,KOSPI,003550
밸류업,포스코인터내셔널,KOSPI,047050
밸류업,LG이노텍,KOSPI,011070
밸류업,HD현대마린솔루션,KOSPI,443060
밸류업,키움증권,KOSPI,039490
밸류업,HD건설기계,KOSPI,267270
밸류업,대한항공,KOSPI,003490
밸류업,아모레퍼시픽,KOSPI,090430
밸류업,유한양행,KOSPI,000100
밸류업,두산밥캣,KOSPI,241560
밸류업,한전기술,KOSPI,052690
밸류업,LG유플러스,KOSPI,032640
밸류업,DB하이텍,KOSPI,000990
밸류업,LG디스플레이,KOSPI,034220
밸류업,BNK금융지주,KOSPI,138930
밸류업,JB금융지주,KOSPI,175330
밸류업,ISC,KOSDAQ,095340
밸류업,신세계,KOSPI,004170
밸류업,LG생활건강,KOSPI,051900
밸류업,현대엘리베이터,KOSPI,017800
밸류업,롯데쇼핑,KOSPI,023530
밸류업,강원랜드,KOSPI,035250
밸류업,iM금융지주,KOSPI,139130
밸류업,롯데지주,KOSPI,004990
밸류업,한미사이언스,KOSPI,008930
밸류업,현대백화점,KOSPI,069960
밸류업,세아베스틸지주,KOSPI,001430
밸류업,현대지에프홀딩스,KOSPI,005440
밸류업,아모레퍼시픽홀딩스,KOSPI,002790
밸류업,동원산업,KOSPI,006040
밸류업,HK이노엔,KOSDAQ,195940
밸류업,롯데리츠,KOSPI,330590
밸류업,SK네트웍스,KOSPI,001740
밸류업,롯데렌탈,KOSPI,089860
밸류업,태광,KOSDAQ,023160
밸류업,롯데칠성,KOSPI,005300
밸류업,롯데웰푸드,KOSPI,280360
밸류업,유안타증권,KOSPI,003470
밸류업,다우데이타,KOSDAQ,032190
밸류업,지역난방공사,KOSPI,071320
밸류업,애경케미칼,KOSPI,161000
밸류업,이녹스첨단소재,KOSDAQ,272290
밸류업,세아홀딩스,KOSPI,058650
밸류업,DB증권,KOSPI,016610
밸류업,감성코퍼레이션,KOSDAQ,036620
밸류업,한섬,KOSPI,020000
밸류업,신세계인터내셔날,KOSPI,031430
밸류업,현대그린푸드,KOSPI,453340
밸류업,드림텍,KOSPI,192650
밸류업,파트론,KOSDAQ,091700
밸류업,제주항공,KOSPI,089590
밸류업,애경산업,KOSPI,018250
밸류업,HL홀딩스,KOSPI,060980
밸류업,롯데이노베이트,KOSPI,286940
밸류업,콜마홀딩스,KOSPI,024720
밸류업,에프앤가이드,KOSDAQ,064850
밸류업,KG이니시스,KOSDAQ,035600
밸류업,광주신세계,KOSPI,037710
밸류업,롯데하이마트,KOSPI,071840
밸류업,AK홀딩스,KOSPI,006840
밸류업,에스트래픽,KOSDAQ,234300
밸류업,디케이앤디,KOSDAQ,263020
변압기,HD현대일렉트릭,KOSPI,267260
변압기,LS ELECTRIC,KOSPI,010120
변압기,효성중공업,KOSPI,298040
변압기,HD현대,KOSPI,267250
변압기,LS,KOSPI,006260
변압기,산일전기,KOSPI,062040
변압기,일진전기,KOSPI,103590
변압기,제룡전기,KOSDAQ,033100
변압기,피앤씨테크,KOSDAQ,237750
보안,한화에어로스페이스,KOSPI,012450
보안,에스원,KOSPI,012750
보안,슈프리마,KOSDAQ,236200
보안,이랜시스,KOSDAQ,264850
보안,아이디스,KOSDAQ,143160
보안,슈프리마에이치큐,KOSDAQ,094840
보안,피제이전자,KOSDAQ,006140
보안,현대에이치티,KOSDAQ,039010
보안,트루엔,KOSDAQ,417790
보안,포커스에이아이,KOSDAQ,331380
보안,픽셀플러스,KOSDAQ,087600
보안,싸이버원,KOSDAQ,356890
보안,시선AI,KOSDAQ,340810
보안,이노뎁,KOSDAQ,303530
보안,BF랩스,KOSDAQ,139050
보험,삼성생명,KOSPI,032830
보험,삼성화재,KOSPI,000810
보험,DB손해보험,KOSPI,005830
보험,한화생명,KOSPI,088350
보험,현대해상,KOSPI,001450
보험,미래에셋생명,KOSPI,085620
보험,코리안리,KOSPI,003690
보험,동양생명,KOSPI,082640
보험,한화손해보험,KOSPI,000370
보험,롯데손해보험,KOSPI,000400
보험,흥국화재,KOSPI,000540
봄,LF,KOSPI,093050
봄,모두투어,KOSDAQ,080160
봄,위닉스,KOSDAQ,044340
봄,모나리자,KOSPI,012690
봄,삼천리자전거,KOSDAQ,024950
봄,웰크론,KOSDAQ,065950
봄,크린앤사이언스,KOSDAQ,045520
블랙박스,현대모비스,KOSPI,012330
블랙박스,엠씨넥스,KOSPI,097520
블랙박스,넥스트칩,KOSDAQ,396270
블랙박스,제이씨현시스템,KOSDAQ,033320
블랙박스,팅크웨어,KOSDAQ,084730
블랙박스,모바일어플라이언스,KOSDAQ,087260
블랙박스,홈캐스트,KOSDAQ,064240
블랙박스,백금T&A,KOSDAQ,046310
블랙박스,파인디지털,KOSDAQ,038950
블랙박스,캠시스,KOSDAQ,050110
블록체인,삼성에스디에스,KOSPI,018260
블록체인,드림시큐리티,KOSDAQ,203650
블록체인,한컴위드,KOSDAQ,054920
블록체인,라온시큐어,KOSDAQ,042510
블록체인,케이사인,KOSDAQ,192250
블록체인,대성창투,KOSDAQ,027830
블록체인,한국전자인증,KOSDAQ,041460
블록체인,SGA솔루션즈,KOSDAQ,184230
블록체인,파수,KOSDAQ,150900
블록체인,이니텍,KOSDAQ,053350
블록체인,휴네시온,KOSDAQ,290270
블록체인,시큐브,KOSDAQ,131090
블록체인,지란지교시큐리티,KOSDAQ,208350
비대면 진료(AI 진료),스피어,KOSDAQ,347700
비대면 진료(AI 진료),루닛,KOSDAQ,328130
비대면 진료(AI 진료),GC메디아이,KOSDAQ,032620
비대면 진료(AI 진료),제이엘케이,KOSDAQ,322510
비대면 진료(AI 진료),인피니트헬스케어,KOSDAQ,071200
비대면 진료(AI 진료),이지케어텍,KOSDAQ,099750
비대면 진료(AI 진료),딥노이드,KOSDAQ,315640
비대면 진료(AI 진료),인성정보,KOSDAQ,033230
비대면 진료(AI 진료),비트컴퓨터,KOSDAQ,032850
비대면 진료(AI 진료),케어랩스,KOSDAQ,263700
비대면 진료(AI 진료),소프트센,KOSDAQ,032680
비대면 진료(원격),스피어,KOSDAQ,347700
비대면 진료(원격),차바이오텍,KOSDAQ,085660
비대면 진료(원격),메디포스트,KOSDAQ,078160
비대면 진료(원격),JW중외제약,KOSPI,001060
비대면 진료(원격),녹십자홀딩스,KOSPI,005250
비대면 진료(원격),인바디,KOSDAQ,041830
비대면 진료(원격),뷰웍스,KOSDAQ,100120
비대면 진료(원격),나노엔텍,KOSDAQ,039860
비대면 진료(원격),GC메디아이,KOSDAQ,032620
비대면 진료(원격),마크로젠,KOSDAQ,038290
비대면 진료(원격),제이엘케이,KOSDAQ,322510
비대면 진료(원격),인피니트헬스케어,KOSDAQ,071200
비대면 진료(원격),알서포트,KOSDAQ,131370
비대면 진료(원격),이지케어텍,KOSDAQ,099750
비대면 진료(원격),블루엠텍,KOSDAQ,439580
비대면 진료(원격),인성정보,KOSDAQ,033230
비대면 진료(원격),비트컴퓨터,KOSDAQ,032850
비대면 진료(원격),네오펙트,KOSDAQ,290660
비대면 진료(원격),토마토시스템,KOSDAQ,393210
비대면 진료(원격),케어랩스,KOSDAQ,263700
비대면 진료(원격),소프트센,KOSDAQ,032680
비대면(언택트),NAVER,KOSPI,035420
비대면(언택트),카카오,KOSPI,035720
비대면(언택트),NC,KOSPI,036570
비대면(언택트),펄어비스,KOSDAQ,263750
비대면(언택트),CJ대한통운,KOSPI,000120
비대면(언택트),NHN KCP,KOSDAQ,060250
비대면(언택트),카페24,KOSDAQ,042000
비대면(언택트),다날,KOSDAQ,064260
비대면(언택트),케이아이엔엑스,KOSDAQ,093320
비대면(언택트),웹젠,KOSDAQ,069080
비대면(언택트),KG이니시스,KOSDAQ,035600
비대면(언택트),한진,KOSPI,002320
비대면(언택트),KG파이낸셜,KOSDAQ,046440
비대면(언택트),알서포트,KOSDAQ,131370
비료,롯데정밀화학,KOSPI,004000
비료,남해화학,KOSPI,025860
비료,KG케미칼,KOSPI,001390
비료,경농,KOSPI,002100
비료,태경비케이,KOSPI,014580
비료,조비,KOSPI,001550
비료,효성오앤비,KOSDAQ,097870
비료,누보,KOSDAQ,332290
비료,우진비앤지,KOSDAQ,018620
비만치료제(경구용),삼천당제약,KOSDAQ,000250
비만치료제(경구용),에이비엘바이오,KOSDAQ,298380
비만치료제(경구용),한미약품,KOSPI,128940
비만치료제(경구용),케어젠,KOSDAQ,214370
비만치료제(경구용),디앤디파마텍,KOSDAQ,347850
비만치료제(경구용),대웅제약,KOSPI,069620
비만치료제(경구용),일동제약,KOSPI,249420
비만치료제(경구용),킵스파마,KOSDAQ,256940
비만치료제(위고비),유한양행,KOSPI,000100
비만치료제(위고비),펩트론,KOSDAQ,087010
비만치료제(위고비),한미약품,KOSPI,128940
비만치료제(위고비),올릭스,KOSDAQ,226950
비만치료제(위고비),셀트리온제약,KOSDAQ,068760
비만치료제(위고비),대웅제약,KOSPI,069620
비만치료제(위고비),인벤티지랩,KOSDAQ,389470
비만치료제(위고비),HLB제약,KOSDAQ,047920
비만치료제(위고비),DXVX,KOSDAQ,180400
비만치료제(위고비),한국비엔씨,KOSDAQ,256840
비만치료제(위고비),고바이오랩,KOSDAQ,348150
비만치료제(위고비),큐라티스,KOSDAQ,348080
비만치료제(위고비),HLB펩,KOSDAQ,196300
비만치료제(위고비),넥스턴앤롤코리아,KOSDAQ,089140
비야디(BYD),롯데에너지머티리얼즈,KOSPI,020150
비야디(BYD),KG모빌리티,KOSPI,003620
비야디(BYD),시노펙스,KOSDAQ,025320
비야디(BYD),GS글로벌,KOSPI,001250
비야디(BYD),하나기술,KOSDAQ,299030
비야디(BYD),아모그린텍,KOSDAQ,125210
비야디(BYD),이노메트리,KOSDAQ,302430
비야디(BYD),폴라리스세원,KOSDAQ,234100
비야디(BYD),아이에이,KOSDAQ,038880
비야디(BYD),넥스트아이,KOSDAQ,137940
빅데이터,더존비즈온,KOSPI,012510
빅데이터,아모텍,KOSDAQ,052710
빅데이터,유비쿼스,KOSDAQ,264450
빅데이터,윈스테크넷,KOSDAQ,136540
빅데이터,효성ITX,KOSPI,094280
빅데이터,엑셈,KOSDAQ,205100
빅데이터,링네트,KOSDAQ,042500
빅데이터,오픈베이스,KOSDAQ,049480
빅데이터,데이타솔루션,KOSDAQ,263800
빈대,경농,KOSPI,002100
빈대,대한뉴팜,KOSDAQ,054670
빈대,유유제약,KOSPI,000220
사료,이지홀딩스,KOSDAQ,035810
사료,한일사료,KOSDAQ,005860
사료,팜스토리,KOSDAQ,027710
사료,사조동아원,KOSPI,008040
사료,팜스코,KOSPI,036580
사료,씨티씨바이오,KOSDAQ,060590
사료,미래생명자원,KOSDAQ,218150
사료,케이씨피드,KOSDAQ,025880
사물인터넷,삼성전기,KOSPI,009150
사물인터넷,삼성에스디에스,KOSPI,018260
사물인터넷,유진로봇,KOSDAQ,056080
사물인터넷,에이디테크놀로지,KOSDAQ,200710
사물인터넷,브이티,KOSDAQ,018290
사물인터넷,우리로,KOSDAQ,046970
사물인터넷,기가레인,KOSDAQ,049080
사물인터넷,유비쿼스,KOSDAQ,264450
사물인터넷,다산네트웍스,KOSDAQ,039560
사물인터넷,누리플렉스,KOSDAQ,040160
사물인터넷,효성ITX,KOSPI,094280
사물인터넷,링네트,KOSDAQ,042500
사물인터넷,가온그룹,KOSDAQ,078890
사물인터넷,오픈베이스,KOSDAQ,049480
사물인터넷,한울소재과학,KOSDAQ,091440
사물인터넷,케이사인,KOSDAQ,192250
사물인터넷,에이텍,KOSDAQ,045660
사물인터넷,한국전자인증,KOSDAQ,041460
사물인터넷,SGA솔루션즈,KOSDAQ,184230
사물인터넷,케이엘넷,KOSDAQ,039420
사물인터넷,코콤,KOSDAQ,015710
사물인터넷,잉크테크,KOSDAQ,049550
사물인터넷,엔텔스,KOSDAQ,069410
사물인터넷,핸디소프트,KOSDAQ,220180
사물인터넷,대한과학,KOSDAQ,131220
사물인터넷,삼진,KOSDAQ,032750
사물인터넷,제이케이시냅스,KOSDAQ,060230
사물인터넷,엑사이엔씨,KOSDAQ,054940
사이버 보안,안랩,KOSDAQ,053800
사이버 보안,가비아,KOSDAQ,079940
사이버 보안,엑스게이트,KOSDAQ,356680
사이버 보안,드림시큐리티,KOSDAQ,203650
사이버 보안,한국정보인증,KOSDAQ,053300
사이버 보안,헥토이노베이션,KOSDAQ,214180
사이버 보안,한컴위드,KOSDAQ,054920
사이버 보안,아톤,KOSDAQ,158430
사이버 보안,이스트소프트,KOSDAQ,047560
사이버 보안,윈스테크넷,KOSDAQ,136540
사이버 보안,지니언스,KOSDAQ,263860
사이버 보안,라온시큐어,KOSDAQ,042510
사이버 보안,샌즈랩,KOSDAQ,411080
사이버 보안,오픈베이스,KOSDAQ,049480
사이버 보안,케이사인,KOSDAQ,192250
사이버 보안,이글루,KOSDAQ,067920
사이버 보안,한국전자인증,KOSDAQ,041460
사이버 보안,파이오링크,KOSDAQ,170790
사이버 보안,파수,KOSDAQ,150900
사이버 보안,이니텍,KOSDAQ,053350
사이버 보안,아이티센피엔에스,KOSDAQ,232830
사이버 보안,수산아이앤티,KOSDAQ,050960
사이버 보안,한싹,KOSDAQ,430690
사이버 보안,모니터랩,KOSDAQ,434480
사이버 보안,싸이버원,KOSDAQ,356890
사이버 보안,나노실리칸첨단소재,KOSDAQ,286750
사이버 보안,소프트캠프,KOSDAQ,258790
사이버 보안,파라택시스이더리움,KOSDAQ,290560
사이버 보안,휴네시온,KOSDAQ,290270
사이버 보안,플랜티넷,KOSDAQ,075130
사이버 보안,시큐브,KOSDAQ,131090
사이버 보안,디지캡,KOSDAQ,197140
사이버 보안,지란지교시큐리티,KOSDAQ,208350
사이버 보안,에스에스알,KOSDAQ,275630
사조그룹,사조대림,KOSPI,003960
사조그룹,사조산업,KOSPI,007160
사조그룹,푸른저축은행,KOSDAQ,007330
사조그룹,사조동아원,KOSPI,008040
사조그룹,사조씨푸드,KOSPI,014710
사조그룹,사조오양,KOSPI,006090
삼성그룹,삼성전자,KOSPI,005930
삼성그룹,삼성전자우,KOSPI,005935
삼성그룹,삼성바이오로직스,KOSPI,207940
삼성그룹,삼성전기,KOSPI,009150
삼성그룹,삼성물산,KOSPI,028260
삼성그룹,삼성SDI,KOSPI,006400
삼성그룹,삼성생명,KOSPI,032830
삼성그룹,삼성중공업,KOSPI,010140
삼성그룹,삼성화재,KOSPI,000810
삼성그룹,삼성에피스홀딩스,KOSPI,0126Z0
삼성그룹,삼성에스디에스,KOSPI,018260
삼성그룹,삼성E&A,KOSPI,028050
삼성그룹,삼성증권,KOSPI,016360
삼성그룹,삼성카드,KOSPI,029780
삼성그룹,삼성화재우,KOSPI,000815
삼성그룹,삼성전기우,KOSPI,009155
삼성그룹,삼성SDI우,KOSPI,006405
삼성그룹,삼성물산우B,KOSPI,02826K
삼양그룹,삼양홀딩스,KOSPI,000070
삼양그룹,삼양사,KOSPI,145990
삼양그룹,삼양엔씨켐,KOSDAQ,482630
삼양그룹,삼양패키징,KOSPI,272550
삼양그룹,삼양케이씨아이,KOSDAQ,036670
상장폐지 위험종목,태영건설,KOSPI,009410
상장폐지 위험종목,에이스테크,KOSDAQ,088800
상장폐지 위험종목,아스트,KOSDAQ,067390
상장폐지 위험종목,하이드로리튬,KOSDAQ,101670
상장폐지 위험종목,큐라티스,KOSDAQ,348080
상장폐지 위험종목,휴먼테크놀로지,KOSDAQ,175140
상장폐지 위험종목,아이로보틱스,KOSDAQ,066430
상장폐지 위험종목,디와이디,KOSDAQ,219550
상장폐지 위험종목,모아텍,KOSDAQ,033200
상장폐지 위험종목,더라미,KOSDAQ,032860
상장폐지 위험종목,에프알텍,KOSDAQ,073540
상장폐지 위험종목,글로본,KOSDAQ,019660
상장폐지 위험종목,플라즈맵,KOSDAQ,405000
상장폐지 위험종목,한탑,KOSDAQ,002680
상장폐지 위험종목,베셀,KOSDAQ,177350
상장폐지 위험종목,파커스,KOSDAQ,065690
상장폐지 위험종목,태영건설우,KOSPI,009415
생체인식,파트론,KOSDAQ,091700
생체인식,슈프리마,KOSDAQ,236200
생체인식,드림시큐리티,KOSDAQ,203650
생체인식,라온시큐어,KOSDAQ,042510
생체인식,엑스페릭스,KOSDAQ,317770
생체인식,알체라,KOSDAQ,347860
생체인식,아이티센피엔에스,KOSDAQ,232830
생체인식,유니온바이오메트릭스,KOSDAQ,203450
생체인식,시선AI,KOSDAQ,340810
생체인식,포톤,KOSDAQ,208710
생체인식,시큐브,KOSDAQ,131090
석유가스,S-Oil,KOSPI,010950
석유가스,SK가스,KOSPI,018670
석유가스,E1,KOSPI,017940
석유가스,흥구석유,KOSDAQ,024060
석유가스,극동유화,KOSPI,014530
석유가스,중앙에너비스,KOSDAQ,000440
석유화학,LG화학,KOSPI,051910
석유화학,SK이노베이션,KOSPI,096770
석유화학,S-Oil,KOSPI,010950
석유화학,한화솔루션,KOSPI,009830
석유화학,SKC,KOSPI,011790
석유화학,롯데케미칼,KOSPI,011170
석유화학,금호석유화학,KOSPI,011780
석유화학,코오롱인더,KOSPI,120110
석유화학,LX인터내셔널,KOSPI,001120
석유화학,롯데정밀화학,KOSPI,004000
석유화학,태광산업,KOSPI,003240
석유화학,대한유화,KOSPI,006650
석유화학,SK케미칼,KOSPI,285130
석유화학,애경케미칼,KOSPI,161000
석유화학,삼양사,KOSPI,145990
석유화학,흥구석유,KOSDAQ,024060
석유화학,이수화학,KOSPI,005950
석유화학,KPX케미칼,KOSPI,025000
석유화학,티케이케미칼,KOSDAQ,104480
석유화학,동성케미컬,KOSPI,102260
석유화학,한국석유,KOSPI,004090
석유화학,그린케미칼,KOSPI,083420
석유화학,중앙에너비스,KOSDAQ,000440
석유화학,SH에너지화학,KOSPI,002360
설탕,CJ제일제당,KOSPI,097950
설탕,대상,KOSPI,001680
설탕,삼양사,KOSPI,145990
설탕,대상홀딩스,KOSPI,084690
설탕,대한제당,KOSPI,001790
설탕,경인양행,KOSPI,012610
설탕,보락,KOSPI,002760
세아그룹,세아베스틸지주,KOSPI,001430
세아그룹,세아제강지주,KOSPI,003030
세아그룹,세아홀딩스,KOSPI,058650
세아그룹,세아제강,KOSPI,306200
세종시,켐트로닉스,KOSDAQ,089010
세종시,성신양회,KOSPI,004980
세종시,계룡건설,KOSPI,013580
세종시,대주산업,KOSDAQ,003310
세종시,유라테크,KOSDAQ,048430
세종시,영보화학,KOSPI,014440
세종시,신신제약,KOSDAQ,002800
세종시,프럼파스트,KOSDAQ,035200
세종시,오스템,KOSDAQ,031510
세종시,유아이디,KOSDAQ,069330
소매유통,신세계,KOSPI,004170
소매유통,롯데쇼핑,KOSPI,023530
소매유통,이마트,KOSPI,139480
소매유통,현대백화점,KOSPI,069960
소매유통,호텔신라,KOSPI,008770
소매유통,BGF리테일,KOSPI,282330
소매유통,GS리테일,KOSPI,007070
소매유통,CJ ENM,KOSDAQ,035760
소매유통,현대홈쇼핑,KOSPI,057050
소매유통,한화갤러리아,KOSPI,452260
소매유통,광주신세계,KOSPI,037710
소매유통,베뉴지,KOSDAQ,019010
소매유통,롯데하이마트,KOSPI,071840
소매유통,그래디언트,KOSDAQ,035080
소매유통,세이브존I&C,KOSPI,067830
소매유통,지어소프트,KOSDAQ,051160
소매유통,청담글로벌,KOSDAQ,362320
소매유통,대구백화점,KOSPI,006370
소매유통,스튜디오삼익,KOSDAQ,415380
수산물,사조대림,KOSPI,003960
수산물,사조산업,KOSPI,007160
수산물,신라교역,KOSPI,004970
수산물,사조씨푸드,KOSPI,014710
수산물,CJ씨푸드,KOSPI,011150
수산물,사조오양,KOSPI,006090
수산물,동원수산,KOSPI,030720
수산물,한성기업,KOSPI,003680
수산물,신라에스지,KOSDAQ,025870
수소차,현대차,KOSPI,005380
수소차,기아,KOSPI,000270
수소차,현대모비스,KOSPI,012330
수소차,LS ELECTRIC,KOSPI,010120
수소차,효성중공업,KOSPI,298040
수소차,SK,KOSPI,034730
수소차,현대로템,KOSPI,064350
수소차,한화솔루션,KOSPI,009830
수소차,현대제철,KOSPI,004020
수소차,한온시스템,KOSPI,018880
수소차,HD현대마린엔진,KOSPI,071970
수소차,두산퓨얼셀,KOSPI,336260
수소차,코오롱인더,KOSPI,120110
수소차,HS효성첨단소재,KOSPI,298050
수소차,SNT모티브,KOSPI,064960
수소차,비나텍,KOSDAQ,126340
수소차,미코,KOSDAQ,059090
수소차,원익머트리얼즈,KOSDAQ,104830
수소차,일진하이솔루스,KOSPI,271940
